BUS_ID,BUS_NAME,VBASEKV,REG,U_FED
3158.0,BRAGA-PCH138,138.0,Sudeste-Centro-Oeste,SP
3159.0,STEREZ-SP138,138.0,Sudeste-Centro-Oeste,SP
3161.0,CAMBU2-MG138,138.0,Sudeste-Centro-Oeste,MG
3162.0,S.ISA-BIO138,138.0,Sudeste-Centro-Oeste,SP
3163.0,JESTIV-SP138,138.0,Sudeste-Centro-Oeste,SP
3164.0,URUPE2-SP138,138.0,Sudeste-Centro-Oeste,SP
3165.0,MENDO-BIO138,138.0,Sudeste-Centro-Oeste,SP
3166.0,N.HOR-BIO138,138.0,Sudeste-Centro-Oeste,SP
3171.0,PRUDE1PCH088,88.0,Sudeste-Centro-Oeste,SP
3172.0,PRUDE4-SP138,138.0,Sudeste-Centro-Oeste,SP
3173.0,MARTIN-SP088,88.0,Sudeste-Centro-Oeste,SP
3174.0,O.CRU-BIO138,138.0,Sudeste-Centro-Oeste,SP
3175.0,ENEIDA-SP138,138.0,Sudeste-Centro-Oeste,SP
3176.0,PVENCE-SP138,138.0,Sudeste-Centro-Oeste,SP
3177.0,ADAMANBIO069,69.0,Sudeste-Centro-Oeste,SP
3178.0,PRUDE5-SP138,138.0,Sudeste-Centro-Oeste,SP
3180.0,FLORE-BIO138,138.0,Sudeste-Centro-Oeste,SP
3184.0,HALOTE-SP088,88.0,Sudeste-Centro-Oeste,SP
3185.0,QUATA--SP088,88.0,Sudeste-Centro-Oeste,SP
3186.0,REAL2--GO138,138.0,Sudeste-Centro-Oeste,GO
3187.0,CHVLG1-MG013,13.8,,
3188.0,CHVLG2-MG013,13.8,,
3189.0,CAPIVE-SP138,138.0,Sudeste-Centro-Oeste,SP
3190.0,BASTOS-SP138,138.0,Sudeste-Centro-Oeste,SP
3191.0,TUPA---SP138,138.0,Sudeste-Centro-Oeste,SP
3192.0,ASSIS1-SP088,88.0,Sudeste-Centro-Oeste,SP
3193.0,ASSIS3BIO088,88.0,Sudeste-Centro-Oeste,SP
3194.0,PARAGU-SP088,88.0,Sudeste-Centro-Oeste,SP
3195.0,S.LINA-SP088,88.0,Sudeste-Centro-Oeste,SP
3196.0,RANCHA-SP088,88.0,Sudeste-Centro-Oeste,SP
3197.0,C.MOT-PCH088,88.0,Sudeste-Centro-Oeste,SP
3198.0,PALMIT-SP088,88.0,Sudeste-Centro-Oeste,SP
3199.0,IBIRAR-SP088,88.0,Sudeste-Centro-Oeste,SP
3300.0,APARAI-MG138,138.0,Sudeste-Centro-Oeste,MG
3301.0,LEOPOL-MG138,138.0,Sudeste-Centro-Oeste,MG
3302.0,LEOPOL-MG069,69.0,Sudeste-Centro-Oeste,MG
3303.0,N.U.MA-MG138,138.0,Sudeste-Centro-Oeste,MG
3304.0,N.U.MAPCH069,69.0,Sudeste-Centro-Oeste,MG
3305.0,CATAG2-MG138,138.0,Sudeste-Centro-Oeste,MG
3306.0,CATAG2PCH069,69.0,Sudeste-Centro-Oeste,MG
3307.0,MURIA2-MG138,138.0,Sudeste-Centro-Oeste,MG
3308.0,MURIA2-MG069,69.0,Sudeste-Centro-Oeste,MG
3309.0,MURIA1PCH069,69.0,Sudeste-Centro-Oeste,MG
3310.0,UBA-2--MG138,138.0,Sudeste-Centro-Oeste,MG
3311.0,UBA-2--MG069,69.0,Sudeste-Centro-Oeste,MG
3312.0,UBA-1--MG069,69.0,Sudeste-Centro-Oeste,MG
3313.0,VRBRA2-MG138,138.0,Sudeste-Centro-Oeste,MG
3314.0,VRBRA2-MG069,69.0,Sudeste-Centro-Oeste,MG
3315.0,VRBRA1-MG069,69.0,Sudeste-Centro-Oeste,MG
3316.0,U.ITU-PCH069,69.0,Sudeste-Centro-Oeste,MG
3317.0,TOCANT-MG138,138.0,Sudeste-Centro-Oeste,MG
3318.0,CATAG1-MG069,69.0,Sudeste-Centro-Oeste,MG
3319.0,MANHU-PCH069,69.0,Sudeste-Centro-Oeste,MG
3320.0,REALEZ-MG069,69.0,Sudeste-Centro-Oeste,MG
3321.0,MATIPO-MG138,138.0,Sudeste-Centro-Oeste,MG
3322.0,MATIPOPCH069,69.0,Sudeste-Centro-Oeste,MG
3323.0,U.GRANPCH138,138.0,Sudeste-Centro-Oeste,MG
3324.0,APARAI-MG069,69.0,Sudeste-Centro-Oeste,MG
3325.0,LARANJ-MG069,13.2,Sudeste-Centro-Oeste,MG
3326.0,U.ERV-PCH069,69.0,Sudeste-Centro-Oeste,MG
3327.0,U.ENC-PCH069,69.0,Sudeste-Centro-Oeste,MG
3328.0,GUIRIC-MG069,69.0,Sudeste-Centro-Oeste,MG
3329.0,S.M.AN-MG138,138.0,Sudeste-Centro-Oeste,MG
3330.0,U.GUA-PCH138,138.0,Sudeste-Centro-Oeste,MG
3331.0,SJNEPU-MG069,69.0,Sudeste-Centro-Oeste,MG
3332.0,U.ITUE-MG138,138.0,Sudeste-Centro-Oeste,MG
3333.0,U.TRI-PCH138,138.0,Sudeste-Centro-Oeste,MG
3334.0,ASTOLF-MG069,69.0,Sudeste-Centro-Oeste,MG
3335.0,RODEIR-MG069,13.2,Sudeste-Centro-Oeste,MG
3336.0,DIVIN--MG069,69.0,Sudeste-Centro-Oeste,MG
3337.0,BRAU--PCH138,138.0,Sudeste-Centro-Oeste,MG
3338.0,PFIAL--MG138,138.0,Sudeste-Centro-Oeste,MG
3339.0,UBA3---MG138,138.0,Sudeste-Centro-Oeste,MG
3340.0,JAP----RJ069,69.0,Sudeste-Centro-Oeste,RJ
3341.0,SAMARC-MG138,138.0,Sudeste-Centro-Oeste,MG
3342.0,LUM----RJ138,138.0,Sudeste-Centro-Oeste,RJ
3343.0,CONQUI-RJ138,138.0,Sudeste-Centro-Oeste,RJ
3344.0,P.FIAL-MG345,345.0,Sudeste-Centro-Oeste,MG
3345.0,P.FIAL-MG138,138.0,Sudeste-Centro-Oeste,MG
3348.0,MRI-DV-MG069,13.2,Sudeste-Centro-Oeste,MG
3349.0,MAU2---MG138,138.0,Sudeste-Centro-Oeste,MG
3381.0,MRU----MG069,69.0,Sudeste-Centro-Oeste,MG
3383.0,LORENA-SP500,500.0,Sudeste-Centro-Oeste,SP
3384.0,LORENA-SP230,230.0,Sudeste-Centro-Oeste,SP
3387.0,JAN3T2-MG013,13.8,,
3388.0,JAN3T3-MG013,13.8,,
3389.0,JAIBA--MG230,230.0,Sudeste-Centro-Oeste,MG
3392.0,JAIBT1-MG013,13.8,Sudeste-Centro-Oeste,MG
3393.0,JAIBT2-MG013,13.8,Sudeste-Centro-Oeste,MG
3394.0,VDP1--TAP138,138.0,Norte,AP
3395.0,VDP2--TAP138,138.0,Norte,AP
3396.0,GUAIMB-SP034,34.5,Sudeste-Centro-Oeste,SP
3397.0,GUAIMB-SP138,138.0,Sudeste-Centro-Oeste,SP
3400.0,SLUIZ-PCH013,13.8,Sudeste-Centro-Oeste,ES
3411.0,ESO----SP088,88.0,Sudeste-Centro-Oeste,SP
3412.0,ESOU---SP088,88.0,Sudeste-Centro-Oeste,SP
3414.0,BJARD--SP088,88.0,Sudeste-Centro-Oeste,SP
3415.0,OESTE-BIO088,88.0,Sudeste-Centro-Oeste,SP
3417.0,PETROB-SP088,88.0,Sudeste-Centro-Oeste,SP
3418.0,PROGAM-SP138,138.0,Sudeste-Centro-Oeste,SP
3419.0,MORADA-SP138,138.0,,
3420.0,ULTFVA-SP138,138.0,Sudeste-Centro-Oeste,SP
3422.0,PRI----SP088,88.0,Sudeste-Centro-Oeste,SP
3423.0,BOI2-Y-SP138,138.0,Sudeste-Centro-Oeste,SP
3428.0,CTR----SP088,88.0,Sudeste-Centro-Oeste,SP
3435.0,NOR1EN-SP088,88.0,Sudeste-Centro-Oeste,SP
3436.0,NOR2EN-SP088,88.0,Sudeste-Centro-Oeste,SP
3437.0,NOR-BD-SP088,88.0,Sudeste-Centro-Oeste,SP
3441.0,MRE----SP088,88.0,Sudeste-Centro-Oeste,SP
3443.0,NOD-EN-SP088,88.0,Sudeste-Centro-Oeste,SP
3444.0,NDE-BD-SP088,88.0,Sudeste-Centro-Oeste,SP
3445.0,ANH----SP088,88.0,Sudeste-Centro-Oeste,SP
3446.0,AVILLA-SP230,230.0,Sudeste-Centro-Oeste,SP
3447.0,MOG-BD-SP088,88.0,Sudeste-Centro-Oeste,SP
3455.0,S.JOS-BIO088,88.0,Sudeste-Centro-Oeste,SP
3456.0,TAUBA--SP138,138.0,Sudeste-Centro-Oeste,SP
3459.0,APARE2-SP088,88.0,Sudeste-Centro-Oeste,SP
3461.0,ITA-BD-SP088,13.2,Sudeste-Centro-Oeste,SP
3462.0,SCAB1--SP088,88.0,Sudeste-Centro-Oeste,SP
3463.0,S.CAB2-SP088,88.0,Sudeste-Centro-Oeste,SP
3465.0,LES----SP088,88.0,Sudeste-Centro-Oeste,SP
3467.0,RRF----SP088,88.0,Sudeste-Centro-Oeste,SP
3471.0,USIMIN-SP345,345.0,Sudeste-Centro-Oeste,SP
3472.0,EMBRAP-SP138,138.0,Sudeste-Centro-Oeste,SP
3474.0,BSACAP-SP088,88.0,Sudeste-Centro-Oeste,SP
3475.0,SUL1---SP088,88.0,Sudeste-Centro-Oeste,SP
3476.0,SUL2---SP088,88.0,Sudeste-Centro-Oeste,SP
3477.0,PETROC-SP088,88.0,Sudeste-Centro-Oeste,SP
3478.0,JAD----SP088,88.0,Sudeste-Centro-Oeste,SP
3481.0,P.TAQU-SP088,88.0,Sudeste-Centro-Oeste,SP
3482.0,JABAQU-SP088,88.0,Sudeste-Centro-Oeste,SP
3483.0,SABESP-SP138,138.0,Sudeste-Centro-Oeste,SP
3484.0,D2.VAR-SP088,88.0,Sudeste-Centro-Oeste,SP
3485.0,PI1----SP088,88.0,Sudeste-Centro-Oeste,SP
3486.0,PI2----SP088,88.0,Sudeste-Centro-Oeste,SP
3487.0,D1.VAR-SP088,88.0,Sudeste-Centro-Oeste,SP
3488.0,D2VARG-SP088,88.0,Sudeste-Centro-Oeste,SP
3489.0,D1VARG-SP088,88.0,Sudeste-Centro-Oeste,SP
3490.0,RBO-2Y-SP088,88.0,Sudeste-Centro-Oeste,SP
3491.0,RBO-1Y-SP088,88.0,Sudeste-Centro-Oeste,SP
3492.0,RBONIT-SP088,88.0,Sudeste-Centro-Oeste,SP
3493.0,BAN----SP088,88.0,Sudeste-Centro-Oeste,SP
3495.0,INT-PE-SP088,88.0,Sudeste-Centro-Oeste,SP
3496.0,MFO----SP088,88.0,Sudeste-Centro-Oeste,SP
3497.0,D2.IMI-SP088,88.0,Sudeste-Centro-Oeste,SP
3498.0,D1.IMI-SP088,88.0,Sudeste-Centro-Oeste,SP
3499.0,IMIGRA-SP088,88.0,Sudeste-Centro-Oeste,SP
3501.0,RCLAR2-GO230,230.0,,
3502.0,RCLAR2-GO138,138.0,Sudeste-Centro-Oeste,GO
3503.0,FCC----RJ138,138.0,Sudeste-Centro-Oeste,RJ
3504.0,ASCENT-RJ138,138.0,Sudeste-Centro-Oeste,RJ
3505.0,CFABRI-RJ138,138.0,Sudeste-Centro-Oeste,RJ
3506.0,BMANGU-RJ138,138.0,,
3507.0,SEC-LG-RJ138,138.0,Sudeste-Centro-Oeste,RJ
3508.0,ENTARA-RJ069,69.0,Sudeste-Centro-Oeste,RJ
3509.0,MPAUL1-RJ138,138.0,Sudeste-Centro-Oeste,RJ
3511.0,PCARRO-RJ069,69.0,Sudeste-Centro-Oeste,RJ
3513.0,HIDRLA-GO138,138.0,Sudeste-Centro-Oeste,GO
3515.0,UTEVDV-GO138,138.0,Sudeste-Centro-Oeste,GO
3518.0,PIRINE-GO345,345.0,Sudeste-Centro-Oeste,GO
3519.0,NIGUA2-RJ138,138.0,Sudeste-Centro-Oeste,RJ
3520.0,TRSALI-RJ138,138.0,Sudeste-Centro-Oeste,RJ
3522.0,PLANAL-SP138,138.0,Sudeste-Centro-Oeste,SP
3524.0,TLGA-VUTE000,992.0,Sudeste-Centro-Oeste,SP
3525.0,TLGB-VUTE000,992.0,Sudeste-Centro-Oeste,SP
3527.0,VGRND2-MT013,13.8,,
3529.0,BRASNO-MT013,13.8,Sudeste-Centro-Oeste,MT
3531.0,JUBAT1-MT013,13.8,Sudeste-Centro-Oeste,MT
3533.0,JUBAT2-MT013,13.8,Sudeste-Centro-Oeste,MT
3535.0,JUINA1-MT013,13.8,Sudeste-Centro-Oeste,MT
3536.0,SOZINH-MT138,138.0,Sudeste-Centro-Oeste,MT
3537.0,SM-01--MT034,34.5,Sudeste-Centro-Oeste,MT
3538.0,SM01--PCH034,34.5,Sudeste-Centro-Oeste,MT
3539.0,SM-06--MT034,34.5,Sudeste-Centro-Oeste,MT
3540.0,SM06--PCH034,34.5,Sudeste-Centro-Oeste,MT
3541.0,JURUNN-MT138,138.0,Sudeste-Centro-Oeste,MT
3542.0,EGIDIO-MT034,34.5,Sudeste-Centro-Oeste,MT
3543.0,EGIDI-UTE034,6.9,Sudeste-Centro-Oeste,MT
3544.0,AGUAQ-PCH034,34.5,Sudeste-Centro-Oeste,MT
3545.0,CJULIO-MT138,138.0,Sudeste-Centro-Oeste,MT
3546.0,JUI117-MT138,138.0,Sudeste-Centro-Oeste,MT
3547.0,JUI---PCH013,138.0,Sudeste-Centro-Oeste,MT
3548.0,INPASA-MT138,138.0,Sudeste-Centro-Oeste,MT
3549.0,INPAS-UTE013,13.8,Sudeste-Centro-Oeste,MT
3550.0,DISTSI-MT138,138.0,Sudeste-Centro-Oeste,MT
3551.0,CARAM-PCH034,34.5,Sudeste-Centro-Oeste,MT
3554.0,ARIPUA-MT013,13.8,Sudeste-Centro-Oeste,MT
3555.0,COLNIZ-MT013,13.8,Sudeste-Centro-Oeste,MT
3556.0,C.NOVO-MT013,13.8,Sudeste-Centro-Oeste,MT
3557.0,SUSPI-PCH013,13.8,Sudeste-Centro-Oeste,MT
3558.0,MANTO-PCH013,13.8,Sudeste-Centro-Oeste,MT
3559.0,FOZCE-PCH013,13.8,Sudeste-Centro-Oeste,MT
3560.0,PERDD-PCH013,13.8,Sudeste-Centro-Oeste,MT
3562.0,INPMU-UTE013,13.8,Sudeste-Centro-Oeste,MT
3563.0,ESTIV-PCH013,13.8,Sudeste-Centro-Oeste,MT
3564.0,SONOR-UTE013,13.8,Sudeste-Centro-Oeste,MT
3565.0,ALTGU-PCH013,13.8,Sudeste-Centro-Oeste,MT
3566.0,NVGUA-PCH013,13.8,Sudeste-Centro-Oeste,MT
3567.0,TFERRO-MT013,34.5,Sudeste-Centro-Oeste,MT
3568.0,D.TOGA-MT034,34.5,Sudeste-Centro-Oeste,MT
3569.0,N.XAV-PCH034,34.5,Sudeste-Centro-Oeste,MT
3570.0,QUEREN-MT034,34.5,Sudeste-Centro-Oeste,MT
3571.0,NOBRE--MT034,34.5,Sudeste-Centro-Oeste,MT
3572.0,MANSO--MT138,138.0,Sudeste-Centro-Oeste,MT
3573.0,JUARA--MT034,34.5,Sudeste-Centro-Oeste,MT
3574.0,BUNGE--MT034,34.5,Sudeste-Centro-Oeste,MT
3575.0,MCLARO-GO138,138.0,Sudeste-Centro-Oeste,GO
3576.0,JKJATA-GO138,138.0,Sudeste-Centro-Oeste,GO
3579.0,ITAIPA-RJ069,69.0,Sudeste-Centro-Oeste,RJ
3580.0,C.MBU--RJ069,69.0,Sudeste-Centro-Oeste,RJ
3581.0,MAUA---RJ138,138.0,Sudeste-Centro-Oeste,RJ
3582.0,SERRIN-RJ069,69.0,Sudeste-Centro-Oeste,RJ
3583.0,EMB-EN-SP138,138.0,Sudeste-Centro-Oeste,SP
3584.0,SOLUCI-RJ069,69.0,Sudeste-Centro-Oeste,RJ
3585.0,URURAI-RJ069,69.0,Sudeste-Centro-Oeste,RJ
3586.0,VVERD1-RJ069,69.0,Sudeste-Centro-Oeste,RJ
3587.0,IMUNAN-RJ069,69.0,Sudeste-Centro-Oeste,RJ
3588.0,SECRET-RJ069,69.0,Sudeste-Centro-Oeste,RJ
3589.0,LLX-A-TAP138,138.0,Norte,AP
3590.0,ACU----RJ138,138.0,Sudeste-Centro-Oeste,RJ
3591.0,CALPAR-RJ069,69.0,Sudeste-Centro-Oeste,RJ
3592.0,RSAUD3-RJ069,69.0,Sudeste-Centro-Oeste,RJ
3593.0,RDOSTR-RJ069,69.0,Sudeste-Centro-Oeste,RJ
3594.0,SPALDE-RJ069,69.0,Sudeste-Centro-Oeste,RJ
3595.0,IGUABA-RJ069,69.0,Sudeste-Centro-Oeste,RJ
3596.0,GOITAC-RJ069,69.0,Sudeste-Centro-Oeste,RJ
3597.0,TAMOI1-RJ069,69.0,Sudeste-Centro-Oeste,RJ
3598.0,RLEAOE-RJ069,69.0,Sudeste-Centro-Oeste,RJ
3599.0,MACAE--RJ069,69.0,Sudeste-Centro-Oeste,RJ
3601.0,SE-TG--DF013,13.8,Sudeste-Centro-Oeste,DF
3602.0,SE-CN--DF013,13.8,Sudeste-Centro-Oeste,DF
3603.0,SE-CS--DF013,13.8,Sudeste-Centro-Oeste,DF
3604.0,SE-AC--DF013,13.8,Sudeste-Centro-Oeste,DF
3605.0,SE-GR--DF013,13.8,Sudeste-Centro-Oeste,DF
3607.0,SE-BZ--DF013,13.8,Sudeste-Centro-Oeste,DF
3608.0,SE-NB--DF013,13.8,Sudeste-Centro-Oeste,DF
3609.0,SE-TN--DF013,13.8,Sudeste-Centro-Oeste,DF
3611.0,SE-SO--DF013,13.8,Sudeste-Centro-Oeste,DF
3612.0,SE-RF--DF013,13.8,Sudeste-Centro-Oeste,DF
3613.0,SE-01--DF013,13.8,Sudeste-Centro-Oeste,DF
3614.0,SE-02--DF013,13.8,Sudeste-Centro-Oeste,DF
3615.0,SE-03--DF013,13.8,Sudeste-Centro-Oeste,DF
3616.0,SE-04--DF013,13.8,Sudeste-Centro-Oeste,DF
3617.0,SE-05--DF013,13.8,Sudeste-Centro-Oeste,DF
3619.0,SE-07--DF013,13.8,Sudeste-Centro-Oeste,DF
3620.0,SE-08--DF013,13.8,Sudeste-Centro-Oeste,DF
3621.0,SE-09--DF013,13.8,Sudeste-Centro-Oeste,DF
3622.0,SE-10--DF013,13.8,Sudeste-Centro-Oeste,DF
3623.0,PARANOPCH013,13.8,Sudeste-Centro-Oeste,DF
3625.0,SE-BC--DF013,13.8,Sudeste-Centro-Oeste,DF
3626.0,SE-SW--DF013,13.8,Sudeste-Centro-Oeste,DF
3627.0,SE-CT--DF013,13.8,Sudeste-Centro-Oeste,DF
3628.0,SE-SB--DF013,13.8,Sudeste-Centro-Oeste,DF
3629.0,SE-PL--DF013,13.8,Sudeste-Centro-Oeste,DF
3630.0,SE-PD--DF013,13.8,Sudeste-Centro-Oeste,DF
3631.0,SE-SJ--DF013,13.8,Sudeste-Centro-Oeste,DF
3632.0,SE-ES--DF013,13.8,Sudeste-Centro-Oeste,DF
3634.0,SE-VA--DF013,13.8,Sudeste-Centro-Oeste,DF
3636.0,SE--JK-DF013,13.8,Sudeste-Centro-Oeste,DF
3638.0,SE-MJ--DF013,13.8,Sudeste-Centro-Oeste,DF
3639.0,SE-SM--DF013,13.8,Sudeste-Centro-Oeste,DF
3640.0,SE-SS--DF013,13.8,Sudeste-Centro-Oeste,DF
3641.0,CORUM4UHE002,992.0,Sudeste-Centro-Oeste,DF
3642.0,CORUM3UHE002,992.0,Sudeste-Centro-Oeste,DF
3643.0,SE-HP--DF013,13.8,Sudeste-Centro-Oeste,DF
3644.0,SE-MG--DF013,13.8,Sudeste-Centro-Oeste,DF
3645.0,SE-CD--DF013,13.2,Sudeste-Centro-Oeste,DF
3647.0,SE-GM2-DF013,13.8,Sudeste-Centro-Oeste,DF
3659.0,SE-EN--DF013,13.8,Sudeste-Centro-Oeste,DF
3660.0,SE-06B-DF013,13.8,Sudeste-Centro-Oeste,DF
3661.0,SE-5-1-DF013,13.8,Sudeste-Centro-Oeste,DF
3662.0,SE-GR2-DF013,13.8,Sudeste-Centro-Oeste,DF
3663.0,SE-8-2-DF013,13.8,Sudeste-Centro-Oeste,DF
3666.0,SE-NW--DF013,13.8,Sudeste-Centro-Oeste,DF
3680.0,SE-RJ--DF069,69.0,Sudeste-Centro-Oeste,DF
3696.0,SE--IT-DF138,138.0,Sudeste-Centro-Oeste,DF
3697.0,SE--IT-DF013,13.8,Sudeste-Centro-Oeste,DF
3698.0,B.LEST-DF138,138.0,Sudeste-Centro-Oeste,DF
3699.0,B.LEST-DF500,500.0,Sudeste-Centro-Oeste,DF
3700.0,RBOIS--GO138,138.0,Sudeste-Centro-Oeste,GO
3702.0,C.ALTA-GO138,138.0,Sudeste-Centro-Oeste,GO
3703.0,PERTAP-GO138,138.0,Sudeste-Centro-Oeste,GO
3704.0,PERDIG-GO138,138.0,Sudeste-Centro-Oeste,GO
3705.0,GESSYL-GO138,138.0,Sudeste-Centro-Oeste,GO
3706.0,ACREUN-GO138,138.0,Sudeste-Centro-Oeste,GO
3708.0,ESPORA-GO138,138.0,Sudeste-Centro-Oeste,GO
3710.0,INDEPE-GO138,138.0,Sudeste-Centro-Oeste,GO
3711.0,INDEPE-GO013,13.8,Sudeste-Centro-Oeste,GO
3712.0,SGENOV-GO138,138.0,Sudeste-Centro-Oeste,GO
3713.0,SGENOV-GO013,13.8,Sudeste-Centro-Oeste,GO
3714.0,CARAJA-GO230,230.0,Sudeste-Centro-Oeste,GO
3715.0,CARAJA-GO138,138.0,Sudeste-Centro-Oeste,GO
3716.0,CARAJA-GO013,13.8,Sudeste-Centro-Oeste,GO
3719.0,AEROP3-GO013,13.8,Sudeste-Centro-Oeste,GO
3720.0,ATLAN3-GO013,13.8,Sudeste-Centro-Oeste,GO
3721.0,SANTAN-GO138,138.0,Sudeste-Centro-Oeste,GO
3722.0,SANTAN-GO013,13.8,Sudeste-Centro-Oeste,GO
3723.0,PIRINE-GO230,230.0,Sudeste-Centro-Oeste,GO
3724.0,PIRINE-GO138,138.0,Sudeste-Centro-Oeste,GO
3725.0,UTPALM-GO230,230.0,Sudeste-Centro-Oeste,GO
3726.0,PIRIN2-GO000,991.0,Sudeste-Centro-Oeste,GO
3727.0,R.VERM-GO138,138.0,Sudeste-Centro-Oeste,GO
3728.0,R.VERM-GO013,13.8,Sudeste-Centro-Oeste,GO
3729.0,PAMPLO-GO138,138.0,Sudeste-Centro-Oeste,GO
3730.0,CRISTA-GO138,138.0,Sudeste-Centro-Oeste,GO
3731.0,EST.DA-GO138,138.0,Sudeste-Centro-Oeste,GO
3732.0,EST.DA-GO013,13.8,Sudeste-Centro-Oeste,GO
3733.0,SADESC-GO138,138.0,Sudeste-Centro-Oeste,GO
3734.0,SADESC-GO013,13.8,Sudeste-Centro-Oeste,GO
3735.0,BR-TAP-GO138,138.0,Sudeste-Centro-Oeste,GO
3736.0,PETROB-GO138,138.0,Sudeste-Centro-Oeste,GO
3737.0,SENCAN-GO013,13.8,Sudeste-Centro-Oeste,GO
3738.0,SENCAN-GO138,138.0,Sudeste-Centro-Oeste,GO
3739.0,PRE----SP138,138.0,Sudeste-Centro-Oeste,SP
3740.0,PALMEIUTE099,992.0,Sudeste-Centro-Oeste,GO
3741.0,RIVIER-GO138,138.0,Sudeste-Centro-Oeste,GO
3742.0,RIVIER-GO013,13.8,Sudeste-Centro-Oeste,GO
3744.0,ESPORAUHE002,992.0,Sudeste-Centro-Oeste,GO
3745.0,S.CALD-GO138,138.0,Sudeste-Centro-Oeste,GO
3748.0,MOSQUI-GO138,138.0,Sudeste-Centro-Oeste,GO
3749.0,MOSQUIPCH013,13.8,Sudeste-Centro-Oeste,GO
3752.0,CIBA--BIO013,13.8,Sudeste-Centro-Oeste,GO
3753.0,ANHANG-GO013,13.8,Sudeste-Centro-Oeste,GO
3754.0,DAIA---GO034,34.0,Sudeste-Centro-Oeste,GO
3756.0,GOIA2--GO013,13.8,Sudeste-Centro-Oeste,GO
3757.0,CIBA---GO138,138.0,Sudeste-Centro-Oeste,GO
3758.0,CERRAD-GO138,138.0,Sudeste-Centro-Oeste,GO
3759.0,QUEIX-PCH138,138.0,Sudeste-Centro-Oeste,GO
3760.0,CATAL-BIO069,69.0,Sudeste-Centro-Oeste,MG
3761.0,ULTRAF-GO138,138.0,Sudeste-Centro-Oeste,GO
3762.0,NIQUEL-GO069,69.0,Sudeste-Centro-Oeste,GO
3763.0,NIQUE--GO069,13.2,Sudeste-Centro-Oeste,GO
3764.0,XAVANT-GO013,13.8,Sudeste-Centro-Oeste,GO
3768.0,SVERDE-GO138,138.0,Sudeste-Centro-Oeste,GO
3769.0,G.LES4-GO013,13.8,Sudeste-Centro-Oeste,GO
3770.0,VILCOR-GO138,138.0,Sudeste-Centro-Oeste,GO
3771.0,BOAVISBIO138,138.0,Sudeste-Centro-Oeste,GO
3772.0,CAIAPOPCH138,138.0,Sudeste-Centro-Oeste,GO
3773.0,PIRESR-GO138,138.0,Sudeste-Centro-Oeste,GO
3774.0,JUSSAR-GO138,138.0,Sudeste-Centro-Oeste,GO
3775.0,ACREUN-GO069,69.0,Sudeste-Centro-Oeste,GO
3776.0,CARAJA-GO069,69.0,Sudeste-Centro-Oeste,GO
3777.0,CARTA--GO138,138.0,Sudeste-Centro-Oeste,GO
3778.0,TAMBOR-GO138,138.0,Sudeste-Centro-Oeste,GO
3779.0,TAMBORPCH013,13.8,Sudeste-Centro-Oeste,GO
3780.0,CARAJB-GO013,13.8,Sudeste-Centro-Oeste,GO
3781.0,CAOA---GO138,138.0,Sudeste-Centro-Oeste,GO
3782.0,RENIC--GO138,138.0,Sudeste-Centro-Oeste,GO
3783.0,RENIC-PCH013,13.8,Sudeste-Centro-Oeste,GO
3785.0,NVGALI-GO069,69.0,Sudeste-Centro-Oeste,GO
3787.0,IPEGUA-GO138,138.0,Sudeste-Centro-Oeste,GO
3789.0,APAREC-GO138,138.0,Sudeste-Centro-Oeste,GO
3790.0,AMBEV-TAP138,138.0,Norte,AP
3794.0,GARTAP-RJ138,138.0,Sudeste-Centro-Oeste,RJ
3795.0,OL1TAP-RJ138,138.0,Sudeste-Centro-Oeste,RJ
3796.0,OL2TAP-RJ138,138.0,Sudeste-Centro-Oeste,RJ
3797.0,LAJES-PCH013,13.2,Sudeste-Centro-Oeste,RJ
3801.0,AGUAI--SP138,138.0,Sudeste-Centro-Oeste,SP
3802.0,ARARA1-SP138,138.0,Sudeste-Centro-Oeste,SP
3803.0,ARARA2-SP138,138.0,Sudeste-Centro-Oeste,SP
3804.0,ARTUR1-SP138,138.0,Sudeste-Centro-Oeste,SP
3805.0,CONCHA-SP138,138.0,Sudeste-Centro-Oeste,SP
3806.0,CORDEI-SP138,138.0,Sudeste-Centro-Oeste,SP
3807.0,SJBV-E-SP138,138.0,Sudeste-Centro-Oeste,SP
3808.0,IRACE1-SP138,138.0,Sudeste-Centro-Oeste,SP
3809.0,LEME---SP138,138.0,Sudeste-Centro-Oeste,SP
3810.0,LIMEI1-SP138,138.0,Sudeste-Centro-Oeste,SP
3811.0,LIME2-BIO138,138.0,Sudeste-Centro-Oeste,SP
3812.0,LIMEI3-SP138,138.0,Sudeste-Centro-Oeste,SP
3813.0,LIMEI4-SP138,138.0,Sudeste-Centro-Oeste,SP
3814.0,LIMEI5-SP138,138.0,Sudeste-Centro-Oeste,SP
3815.0,MGUA-M-SP138,138.0,Sudeste-Centro-Oeste,SP
3816.0,MGUAC1-SP138,138.0,Sudeste-Centro-Oeste,SP
3817.0,MGUAC2BIO138,138.0,Sudeste-Centro-Oeste,SP
3818.0,MMRIM1-SP138,138.0,Sudeste-Centro-Oeste,SP
3819.0,MMRIM2-SP138,138.0,Sudeste-Centro-Oeste,SP
3820.0,PIRAS1-SP138,138.0,Sudeste-Centro-Oeste,SP
3821.0,PIRA2-BIO138,138.0,Sudeste-Centro-Oeste,MG
