BUS_ID;BUS_NAME;VBASEKV;TP;ARE;MODV_PU;ANGV_DEG;BASE_MVA;PG_MW;QG_MVAR;PMAX_MW;PMIN_MW;QMX_MVAR;QMN_MVAR;Ger_Units;Ger_Active_Units;PL_MW;QL_MVAR;TC;VMAX_PU;VMIN_PU;BCO_ID;B0_MVAR;ST;SHUNT_INST_IND;SHUNT_INST_CAP;Dia;Hora;Gen_Type;U_FED;REG;Latitude;Longitude;key
534.0;ROS-2--SP138;138.0;0.0;210.0;1.028734;-18.3036;;;;;;;;;;;;;;;;;;;;01;00-00;;SP;Sudeste-Centro-Oeste;-23.099722;-49.593056;D_1_H_00-00
535.0;AVERME-SP500;500.0;0.0;202.0;1.060686;-7.0658;;;;;;;;;;;;1.0;1.1;0.95;535.0;0.0;1.0;-165.0;0.0;01;00-00;;SP;Sudeste-Centro-Oeste;-19.86722222;-50.35;D_1_H_00-00
536.0;AVERME-SP440;440.0;0.0;203.0;1.037463;-8.8506;;;;;;;;;;;;;;;;;;;;01;00-00;;SP;Sudeste-Centro-Oeste;-19.86722222;-50.35;D_1_H_00-00
537.0;AVERME-SP138;138.0;0.0;209.0;1.025105;-11.1764;;;;;;;;;;;;;;;;;;;;01;00-00;;SP;Sudeste-Centro-Oeste;-20.74611111;-51.66166667;D_1_H_00-00
538.0;ISOLTE-SP440;440.0;0.0;203.0;1.023788;-11.4558;;;;;;;;;;;;;;;;;;;;01;00-00;;SP;Sudeste-Centro-Oeste;-20.42222222;-51.34;D_1_H_00-00
539.0;JUPIA--SP440;440.0;0.0;203.0;1.020503;-12.2301;;;;;;;;;;;;;;;;;;;;01;00-00;;SP;Sudeste-Centro-Oeste;-20.7831;-51.633;D_1_H_00-00
540.0;GETULI-SP440;440.0;0.0;203.0;1.026054;-20.269;;;;;;;;;;;;1.0;1.046;0.95;540.0;-180.0;1.0;-360.0;0.0;01;00-00;;SP;Sudeste-Centro-Oeste;-21.855464;-49.838358;D_1_H_00-00
541.0;JUPIA--SP138;138.0;0.0;209.0;1.016023;-9.9277;;;;;;;;;;;;;;;;;;;;01;00-00;;SP;Sudeste-Centro-Oeste;-20.74611111;-51.66166667;D_1_H_00-00
542.0;3IRMAO-SP440;440.0;0.0;203.0;1.022792;-11.5361;;;;;;;;;;;;;;;;;;;;01;00-00;;SP;Sudeste-Centro-Oeste;-20.65638889;-51.48277778;D_1_H_00-00
543.0;3IRMAO-SP138;138.0;0.0;209.0;1.026851;-11.8699;;;;;;;;;;;;;;;;;;;;01;00-00;;SP;Sudeste-Centro-Oeste;-20.74611111;-51.66166667;D_1_H_00-00
544.0;PPRIMA-SP440;440.0;0.0;203.0;0.950526;-8.2282;;;;;;;;;;;;;;;;;;;;01;00-00;;SP;Sudeste-Centro-Oeste;-22.48198411;-52.95610506;D_1_H_00-00
545.0;NPPRIM-MS230;230.0;0.0;402.0;0.944388;-9.1687;;;;;;;;;;;;;;;;;;;;01;00-00;;MS;Sudeste-Centro-Oeste;-22.48198411;-52.95610506;D_1_H_00-00
546.0;ROSANA-SP138;138.0;0.0;210.0;1.028736;-18.3065;;;;;;;;;;;;;;;;;;;;01;00-00;;SP;Sudeste-Centro-Oeste;-23.099722;-49.593056;D_1_H_00-00
547.0;TAQUAR-SP440;440.0;0.0;203.0;0.97257;-11.5597;;;;;;;;;;;;;;;;;;;;01;00-00;;SP;Sudeste-Centro-Oeste;-22.54416667;-52.01055556;D_1_H_00-00
548.0;TAQUAR-SP138;138.0;0.0;210.0;1.033762;-14.1785;;;;;;;;;;;;;;;;;;;;01;00-00;;SP;Sudeste-Centro-Oeste;-23.099722;-49.593056;D_1_H_00-00
549.0;CAPIVA-SP440;440.0;0.0;203.0;0.968717;-12.6007;;;;;;;;;;;;;;;;;;;;01;00-00;;SP;Sudeste-Centro-Oeste;-22.6575;-51.36083333;D_1_H_00-00
550.0;CAPIVA-SP138;138.0;0.0;210.0;1.017335;-14.2724;;;;;;;;;;;;;;;;;;;;01;00-00;;SP;Sudeste-Centro-Oeste;-23.099722;-49.593056;D_1_H_00-00
551.0;ASSIS2-SP230;230.0;0.0;205.0;1.03553;-22.6654;;;;;;;;;;;;;;;;;;;;01;00-00;;SP;Sudeste-Centro-Oeste;-22.67194444;-50.35111111;D_1_H_00-00
552.0;ASSIS--SP440;440.0;0.0;203.0;1.011317;-19.6062;;;;;;;;;;;;;;;;;;;;01;00-00;;SP;Sudeste-Centro-Oeste;-22.67194444;-50.35111111;D_1_H_00-00
554.0;ASSIS--SP088;88.0;0.0;210.0;1.017309;-23.2647;;;;;;;;;;;;;;;;;;;;01;00-00;;SP;Sudeste-Centro-Oeste;-23.099722;-49.593056;D_1_H_00-00
555.0;CANOA1-SP088;88.0;0.0;210.0;1.029128;-19.372;;;;;;;;;;;;;;;;;;;;01;00-00;;SP;Sudeste-Centro-Oeste;-23.099722;-49.593056;D_1_H_00-00
556.0;ASSIS--SP525;525.0;0.0;202.0;0.998972;-20.7746;;;;;;;;;;;;0.0;1.048;0.95;556.0;-150.0;1.0;-300.0;0.0;01;00-00;;SP;Sudeste-Centro-Oeste;-22.67194444;-50.35111111;D_1_H_00-00
557.0;CANOA2-SP088;88.0;0.0;210.0;1.031484;-19.9836;;;;;;;;;;;;;;;;;;;;01;00-00;;SP;Sudeste-Centro-Oeste;-23.099722;-49.593056;D_1_H_00-00
559.0;ARARAQ-SP440;440.0;0.0;203.0;1.012856;-22.1131;;;;;;;;;;;;1.0;1.046;0.95;559.0;-183.0;1.0;-366.0;0.0;01;00-00;;SP;Sudeste-Centro-Oeste;-21.78416667;-48.26638889;D_1_H_00-00
560.0;ARARAQ-SP138;138.0;0.0;208.0;1.009638;-23.8996;;;;;;;;;;;;;;;;;;;;01;00-00;;SP;Sudeste-Centro-Oeste;-22.505;-48.545;D_1_H_00-00
561.0;BAURU--SP440;440.0;0.0;203.0;1.031195;-23.1468;;;;;;;;;;;;1.0;1.046;0.95;561.0;-183.0;1.0;-183.0;0.0;01;00-00;;SP;Sudeste-Centro-Oeste;-22.2827632;-49.0960184;D_1_H_00-00
562.0;BAURU--SP138;138.0;0.0;209.0;1.039726;-25.373;;;;;;;;;;;;1.0;1.05;1.0;562.0;0.0;1.0;0.0;100.0;01;00-00;;SP;Sudeste-Centro-Oeste;-20.74611111;-51.66166667;D_1_H_00-00
563.0;RIBPRE-SP440;440.0;0.0;203.0;1.044366;-16.4201;;;;;;;;;;;;;;;;;;;;01;00-00;;SP;Sudeste-Centro-Oeste;-21.20055556;-47.68611111;D_1_H_00-00
564.0;RIBPRE-SP138;138.0;0.0;208.0;1.023126;-19.1481;;;;;;;;;;;;1.0;1.1;0.9;564.0;0.0;1.0;0.0;100.0;01;00-00;;SP;Sudeste-Centro-Oeste;-22.505;-48.545;D_1_H_00-00
565.0;MMIRI3-SP440;440.0;0.0;203.0;1.011052;-28.1095;;;;;;;;;;;;1.0;1.046;0.95;565.0;-91.5;1.0;-91.5;0.0;01;00-00;;SP;Sudeste-Centro-Oeste;-22.42277778;-47.06722222;D_1_H_00-00
566.0;MMRIM3-SP138;138.0;0.0;208.0;1.009455;-30.1946;;;;;;;;;;;;1.0;1.05;1.0;566.0;0.0;1.0;0.0;100.0;01;00-00;;SP;Sudeste-Centro-Oeste;-22.505;-48.545;D_1_H_00-00
567.0;SBARBA-SP440;440.0;0.0;203.0;1.001442;-26.8488;;;;;;;;;;;;;;;;;;;;01;00-00;;SP;Sudeste-Centro-Oeste;-22.72472222;-47.42055556;D_1_H_00-00
568.0;SBARBA-SP138;138.0;0.0;207.0;1.007124;-30.123;;;;;;;;;;;;1.0;1.1;0.9;568.0;0.0;1.0;0.0;300.0;01;00-00;;SP;Sudeste-Centro-Oeste;-23.19972222;-45.88333333;D_1_H_00-00
570.0;SUMARE-SP440;440.0;0.0;203.0;1.006972;-27.3029;;;;;;;;;;;;1.0;1.046;0.95;570.0;-91.5;1.0;-91.5;0.0;01;00-00;;SP;Sudeste-Centro-Oeste;-22.86777778;-47.28583333;D_1_H_00-00
571.0;SUMARE-SP138;138.0;0.0;207.0;1.011135;-29.9617;;;;;;;;;;;;1.0;1.05;1.0;571.0;0.0;1.0;0.0;100.0;01;00-00;;SP;Sudeste-Centro-Oeste;-23.19972222;-45.88333333;D_1_H_00-00
572.0;MIRASS-SP440;440.0;0.0;203.0;1.022644;-18.3665;;;;;;;;;;;;1.0;1.046;0.95;572.0;-180.0;1.0;-360.0;0.0;01;00-00;;SP;Sudeste-Centro-Oeste;-20.866667;-49.5;D_1_H_00-00
573.0;PIRACI-SP440;440.0;0.0;203.0;1.000801;-26.6305;;;;;;;;;;;;;;;;;;;;01;00-00;;SP;Sudeste-Centro-Oeste;-22.652361;-47.630414;D_1_H_00-00
574.0;B.JARD-SP440;440.0;0.0;203.0;1.023496;-28.035;;;;;;;;;;;;;;;;;;;;01;00-00;;SP;Sudeste-Centro-Oeste;-23.15416667;-46.99222222;D_1_H_00-00
575.0;B.JARD-SP138;138.0;0.0;207.0;1.01469;-31.702;;;;;;;;;;;;0.0;1.1;0.9;575.0;0.0;1.0;0.0;100.0;01;00-00;;SP;Sudeste-Centro-Oeste;-23.19972222;-45.88333333;D_1_H_00-00
576.0;B.JARD-SP088;88.0;0.0;207.0;1.00601;-31.1222;;;;;;;;;;;;1.0;1.05;0.95;576.0;0.0;1.0;0.0;100.0;01;00-00;;SP;Sudeste-Centro-Oeste;-23.19972222;-45.88333333;D_1_H_00-00
577.0;PIRACI-SP138;138.0;0.0;207.0;1.009349;-29.5447;;;;;;;;;;;;0.0;1.05;0.95;577.0;0.0;1.0;0.0;100.0;01;00-00;;SP;Sudeste-Centro-Oeste;-23.19972222;-45.88333333;D_1_H_00-00
578.0;JPTR1Y-SP138;138.0;0.0;209.0;1.016193;-9.9622;;;;;;;;;;;;;;;;;;;;01;00-00;;SP;Sudeste-Centro-Oeste;-20.74611111;-51.66166667;D_1_H_00-00
579.0;JPTR2Y-SP138;138.0;0.0;209.0;1.016161;-9.9675;;;;;;;;;;;;;;;;;;;;01;00-00;;SP;Sudeste-Centro-Oeste;-20.74611111;-51.66166667;D_1_H_00-00
581.0;EMBUGU-SP440;440.0;0.0;203.0;1.047355;-31.1917;;;;;;;;;;;;;;;;;;;;01;00-00;;SP;Sudeste-Centro-Oeste;-23.84694444;-46.80055556;D_1_H_00-00
582.0;EMBUGU-SP345;345.0;0.0;204.0;0.999291;-31.62;;;;;;;;;;;;;;;;;;;;01;00-00;;SP;Sudeste-Centro-Oeste;-23.84694444;-46.80055556;D_1_H_00-00
583.0;EMBUG--SP138;138.0;0.0;206.0;1.046544;-32.0934;;;;;;;;;;;;1.0;1.1;0.9;583.0;0.0;1.0;0.0;200.0;01;00-00;;SP;Sudeste-Centro-Oeste;-23.87861459;-46.44833426;D_1_H_00-00
584.0;CABREU-SP440;440.0;0.0;203.0;1.027101;-29.3827;;;;;;;;;;;;1.0;1.046;0.95;584.0;-100.0;1.0;-100.0;0.0;01;00-00;;SP;Sudeste-Centro-Oeste;-23.2778172;-47.1165143;D_1_H_00-00
585.0;GERDAU-SP440;440.0;0.0;203.0;1.030159;-30.066;;;;;;;;;;;;;;;;;;;;01;00-00;;SP;Sudeste-Centro-Oeste;-23.4375;-47.08416667;D_1_H_00-00
586.0;JANDIR-SP440;440.0;0.0;203.0;1.03506;-31.0752;;;;;;;;;;;;;;;;;;;;01;00-00;;SP;Sudeste-Centro-Oeste;-23.571111;-46.893611;D_1_H_00-00
587.0;ARARA--SP138;138.0;0.0;208.0;1.013549;-28.9102;;;;;;;;;;;;1.0;1.05;1.0;587.0;0.0;1.0;0.0;100.0;01;00-00;;SP;Sudeste-Centro-Oeste;-22.505;-48.545;D_1_H_00-00
588.0;JANDI--SP088;88.0;0.0;212.0;1.011134;-33.9376;;;;;;;;;;;;1.0;1.2;0.8;588.0;0.0;1.0;0.0;150.0;01;00-00;;SP;Sudeste-Centro-Oeste;-23.53305556;-46.65;D_1_H_00-00
589.0;ARARAS-SP440;440.0;0.0;203.0;1.016406;-26.3223;;;;;;;;;;;;;;;;;;;;01;00-00;;SP;Sudeste-Centro-Oeste;-22.395121;-47.460957;D_1_H_00-00
590.0;CABREU-SP230;230.0;0.0;205.0;1.012791;-30.1883;;;;;;;;;;;;1.0;1.05;0.95;590.0;0.0;1.0;0.0;200.0;01;00-00;;SP;Sudeste-Centro-Oeste;-23.2778172;-47.1165143;D_1_H_00-00
591.0;CABREU-SP138;138.0;0.0;207.0;1.012115;-31.1396;;;;;;;;;;;;1.0;1.1;0.9;591.0;0.0;1.0;0.0;50.0;01;00-00;;SP;Sudeste-Centro-Oeste;-23.19972222;-45.88333333;D_1_H_00-00
593.0;S.ANGE-SP440;440.0;0.0;203.0;1.035589;-29.5522;;;;;;;;;;;;1.0;1.046;0.95;593.0;-91.5;1.0;-91.5;0.0;01;00-00;;SP;Sudeste-Centro-Oeste;-28.2775;-54.325278;D_1_H_00-00
594.0;S.ANGE-SP345;345.0;0.0;204.0;0.997565;-30.2127;;;;;;;;;;;;;;;;;;;;01;00-00;;SP;Sudeste-Centro-Oeste;-28.2775;-54.325278;D_1_H_00-00
595.0;S.ANGE-SP138;138.0;0.0;207.0;1.013207;-30.6575;;;;;;;;;;;;;;;;;;;;01;00-00;;SP;Sudeste-Centro-Oeste;-23.19972222;-45.88333333;D_1_H_00-00
596.0;MIRAS2-SP138;138.0;0.0;209.0;1.019469;-20.1665;;;;;;;;;;;;;;;;;;;;01;00-00;;SP;Sudeste-Centro-Oeste;-20.74611111;-51.66166667;D_1_H_00-00
598.0;TAUBAT-SP500;500.0;0.0;202.0;1.034584;-22.7442;;;;;;;;;;;;;;;;;;;;01;00-00;;SP;Sudeste-Centro-Oeste;-23.07027778;-45.58972222;D_1_H_00-00
599.0;TAUBAT-SP440;440.0;0.0;203.0;1.016258;-24.4298;;;;;;;;;;;;;;;;;;;;01;00-00;;SP;Sudeste-Centro-Oeste;-23.07027778;-45.58972222;D_1_H_00-00
600.0;TAUBAT-SP230;230.0;0.0;205.0;1.003646;-25.2873;;;;;;;;;;;;;;;;;;;;01;00-00;;SP;Sudeste-Centro-Oeste;-23.07027778;-45.58972222;D_1_H_00-00
601.0;TAUBAT-SP138;138.0;0.0;206.0;1.004949;-27.8486;;;;;;;;;;;;1.0;1.05;0.95;601.0;0.0;1.0;0.0;100.0;01;00-00;;SP;Sudeste-Centro-Oeste;-23.87861459;-46.44833426;D_1_H_00-00
602.0;GUARAN-SP138;138.0;0.0;209.0;1.011743;-18.4175;;;;;;;;;;;;;;;;;;;;01;00-00;;SP;Sudeste-Centro-Oeste;-20.74611111;-51.66166667;D_1_H_00-00
605.0;MO-GUA-SP138;138.0;0.0;209.0;1.024426;-14.3775;;;;;;;;;;;;;;;;;;;;01;00-00;;SP;Sudeste-Centro-Oeste;-20.74611111;-51.66166667;D_1_H_00-00
607.0;CBA----SP230;230.0;0.0;216.0;1.01216;-30.3652;;;;;;;;;;;;;;;;;;;;01;00-00;;SP;Sudeste-Centro-Oeste;-23.529722;-47.266388;D_1_H_00-00
608.0;CBA----SP440;440.0;0.0;203.0;1.047628;-30.9594;;;;;;;;;;;;;;;;;;;;01;00-00;;SP;Sudeste-Centro-Oeste;-23.529722;-47.266388;D_1_H_00-00
609.0;F.DIAS-SP500;500.0;0.0;202.0;1.043981;-22.2889;;;;;;;;;;;;1.0;1.1;0.95;609.0;-180.0;1.0;-360.0;0.0;01;00-00;;SP;Sudeste-Centro-Oeste;-23.055694;-46.51582;D_1_H_00-00
610.0;F.DIAS-SP440;440.0;0.0;203.0;1.036712;-25.0205;;;;;;;;;;;;;;;;;;;;01;00-00;;SP;Sudeste-Centro-Oeste;-23.055694;-46.51582;D_1_H_00-00
612.0;SALTGR-SP230;230.0;0.0;205.0;1.018095;-24.3782;;;;;;;;;;;;;;;;;;;;01;00-00;;SP;Sudeste-Centro-Oeste;-22.9057;-49.9989;D_1_H_00-00
613.0;SALTGR-SP088;88.0;0.0;210.0;1.022795;-22.4828;;;;;;;;;;;;;;;;;;;;01;00-00;;SP;Sudeste-Centro-Oeste;-23.099722;-49.593056;D_1_H_00-00
614.0;PIRAJUUHE002;992.0;2.0;205.0;1.000392;-22.7083;89.986;43.9;2.56;81.0;40.0;39.2;-50.4;2.0;2.0;;;;;;;;;;;01;00-00;UHE;SP;Sudeste-Centro-Oeste;-23.18305556;-49.38333333;D_1_H_00-00
615.0;CHAVAN-SP230;230.0;0.0;205.0;1.01145;-24.6781;;;;;;;;;;;;;;;;;;;;01;00-00;;SP;Sudeste-Centro-Oeste;-23.13194444;-49.73472222;D_1_H_00-00
616.0;CHAVAN-SP088;88.0;0.0;210.0;1.01191;-25.8188;;;;;;;;;;;;;;;;;;;;01;00-00;;SP;Sudeste-Centro-Oeste;-23.099722;-49.593056;D_1_H_00-00
618.0;JURUMI-SP230;230.0;0.0;205.0;1.00501;-26.7892;;;;;;;;;;;;;;;;;;;;01;00-00;;SP;Sudeste-Centro-Oeste;-23.22;-49.23833333;D_1_H_00-00
620.0;JURUMI-SP138;138.0;0.0;211.0;1.028345;-28.8722;;;;;;;;;;;;;;;;;;;;01;00-00;;SP;Sudeste-Centro-Oeste;-22.9507111;-48.4374792;D_1_H_00-00
621.0;ITARA2-SP138;138.0;0.0;211.0;1.023611;-35.3043;;;;;;;;;;;;1.0;1.05;0.95;621.0;0.0;1.0;0.0;30.0;01;00-00;;SP;Sudeste-Centro-Oeste;-22.9507111;-48.4374792;D_1_H_00-00
622.0;ITAPEV-SP138;138.0;0.0;211.0;1.005519;-36.9946;;;;;;;;;;;;;;;;;;;;01;00-00;;SP;Sudeste-Centro-Oeste;-22.9507111;-48.4374792;D_1_H_00-00
623.0;CBONIT-SP230;230.0;0.0;205.0;0.985513;-35.1384;;;;;;;;;;;;1.0;1.05;0.95;623.0;0.0;1.0;0.0;30.0;01;00-00;;SP;Sudeste-Centro-Oeste;-23.99027778;-48.35138889;D_1_H_00-00
624.0;CBONIT-SP138;138.0;0.0;211.0;0.997695;-36.8262;;;;;;;;;;;;1.0;1.05;0.95;624.0;0.0;1.0;0.0;90.0;01;00-00;;SP;Sudeste-Centro-Oeste;-22.9507111;-48.4374792;D_1_H_00-00
625.0;BOTUCA-SP230;230.0;0.0;205.0;0.99356;-30.2302;;;;;;;;;;;;;;;;;;;;01;00-00;;SP;Sudeste-Centro-Oeste;-22.9507111;-48.4374792;D_1_H_00-00
626.0;BOTUCA-SP138;138.0;0.0;211.0;1.007827;-31.6394;;;;;;;;;;;;1.0;1.05;0.95;626.0;0.0;1.0;0.0;100.0;01;00-00;;SP;Sudeste-Centro-Oeste;-22.9507111;-48.4374792;D_1_H_00-00
627.0;ITARAR-SP230;230.0;0.0;205.0;0.975804;-33.9682;;;;;;;;;;;;;;;;;;;;01;00-00;;SP;Sudeste-Centro-Oeste;-24.101917;-49.312917;D_1_H_00-00
629.0;AVARE--SP230;230.0;0.0;205.0;0.999602;-28.3163;;;;;;;;;;;;;;;;;;;;01;00-00;;SP;Sudeste-Centro-Oeste;-23.06166667;-48.93333333;D_1_H_00-00
633.0;BARIRI-SP138;138.0;0.0;209.0;1.007535;-26.735;;;;;;;;;;;;;;;;;;;;01;00-00;;SP;Sudeste-Centro-Oeste;-20.74611111;-51.66166667;D_1_H_00-00
634.0;BARI-A-SP138;138.0;0.0;208.0;1.007518;-26.7376;;;;;;;;;;;;;;;;;;;;01;00-00;;SP;Sudeste-Centro-Oeste;-22.505;-48.545;D_1_H_00-00
635.0;BBONIT-SP138;138.0;0.0;208.0;1.003014;-28.3754;;;;;;;;;;;;;;;;;;;;01;00-00;;SP;Sudeste-Centro-Oeste;-22.505;-48.545;D_1_H_00-00
636.0;BBONIT-SP069;69.0;0.0;208.0;1.002904;-29.5589;;;;;;;;;;;;;;;;;;;;01;00-00;;SP;Sudeste-Centro-Oeste;-22.505;-48.545;D_1_H_00-00
638.0;CATAN2-SP138;138.0;0.0;209.0;0.98372;-23.1952;;;;;;;;;;;;;;;;;;;;01;00-00;;SP;Sudeste-Centro-Oeste;-20.74611111;-51.66166667;D_1_H_00-00
639.0;DRACE1-SP138;138.0;0.0;210.0;1.021726;-16.6513;;;;;;;;;;;;1.0;1.05;0.95;639.0;0.0;1.0;0.0;30.0;01;00-00;;SP;Sudeste-Centro-Oeste;-23.099722;-49.593056;D_1_H_00-00
640.0;FLORID-SP138;138.0;0.0;210.0;1.020367;-15.424;;;;;;;;;;;;0.0;1.05;0.95;640.0;0.0;1.0;0.0;30.0;01;00-00;;SP;Sudeste-Centro-Oeste;-23.099722;-49.593056;D_1_H_00-00
641.0;PIRAJU-SP230;230.0;0.0;205.0;1.008692;-25.7867;;;;;;;;;;;;;;;;;;;;01;00-00;;SP;Sudeste-Centro-Oeste;-23.18305556;-49.38333333;D_1_H_00-00
642.0;FLORID-SP069;69.0;0.0;210.0;1.017914;-16.5676;;;;;;;;;;;;;;;;;;;;01;00-00;;SP;Sudeste-Centro-Oeste;-23.099722;-49.593056;D_1_H_00-00
643.0;MIRANT-SP138;138.0;0.0;210.0;1.026571;-16.0847;;;;;;;;;;;;1.0;1.05;0.95;643.0;0.0;1.0;0.0;60.0;01;00-00;;SP;Sudeste-Centro-Oeste;-23.099722;-49.593056;D_1_H_00-00
645.0;IBITIN-SP138;138.0;0.0;209.0;0.978044;-26.3272;;;;;;;;;;;;;;;;;;;;01;00-00;;SP;Sudeste-Centro-Oeste;-20.74611111;-51.66166667;D_1_H_00-00
647.0;ISOLTE-SP138;138.0;0.0;209.0;1.025263;-11.4639;;;;;;;;;;;;;;;;;;;;01;00-00;;SP;Sudeste-Centro-Oeste;-20.74611111;-51.66166667;D_1_H_00-00
648.0;PIONE2-SP138;138.0;0.0;209.0;1.024494;-12.1926;;;;;;;;;;;;;;;;;;;;01;00-00;;SP;Sudeste-Centro-Oeste;-20.74611111;-51.66166667;D_1_H_00-00
649.0;JALES--SP138;138.0;0.0;209.0;1.019559;-12.7318;;;;;;;;;;;;;;;;;;;;01;00-00;;SP;Sudeste-Centro-Oeste;-20.74611111;-51.66166667;D_1_H_00-00
652.0;NAVANH-SP138;138.0;0.0;209.0;1.022766;-19.1399;;;;;;;;;;;;;;;;;;;;01;00-00;;SP;Sudeste-Centro-Oeste;-20.74611111;-51.66166667;D_1_H_00-00
654.0;PENAPO-SP138;138.0;0.0;209.0;1.013395;-19.6117;;;;;;;;;;;;;;;;;;;;01;00-00;;SP;Sudeste-Centro-Oeste;-20.74611111;-51.66166667;D_1_H_00-00
655.0;PENAPO-SP069;69.0;0.0;209.0;1.013823;-20.7807;;;;;;;;;;;;;;;;;;;;01;00-00;;SP;Sudeste-Centro-Oeste;-20.74611111;-51.66166667;D_1_H_00-00
657.0;PPRI-A-SP138;138.0;0.0;210.0;1.030221;-18.3614;;;;;;;;;;;;;;;;;;;;01;00-00;;SP;Sudeste-Centro-Oeste;-23.099722;-49.593056;D_1_H_00-00
658.0;PPRI-B-SP138;138.0;0.0;210.0;1.027219;-18.4939;;;;;;;;;;;;;;;;;;;;01;00-00;;SP;Sudeste-Centro-Oeste;-23.099722;-49.593056;D_1_H_00-00
659.0;PPRUDE-SP138;138.0;0.0;210.0;1.008473;-16.8664;;;;;;;;;;;;0.0;1.05;0.95;659.0;0.0;1.0;0.0;30.0;01;00-00;;SP;Sudeste-Centro-Oeste;-23.099722;-49.593056;D_1_H_00-00
661.0;PROMIS-SP138;138.0;0.0;209.0;1.005265;-19.5829;;;;;;;;;;;;;;;;;;;;01;00-00;;SP;Sudeste-Centro-Oeste;-20.74611111;-51.66166667;D_1_H_00-00
663.0;PPRUDE-SP088;88.0;0.0;210.0;1.003678;-17.9487;;;;;;;;;;;;;;;;;;;;01;00-00;;SP;Sudeste-Centro-Oeste;-23.099722;-49.593056;D_1_H_00-00
665.0;SJRPRE-SP138;138.0;0.0;209.0;1.008569;-20.8121;;;;;;;;;;;;1.0;1.05;0.95;665.0;0.0;1.0;0.0;50.0;01;00-00;;SP;Sudeste-Centro-Oeste;-20.74611111;-51.66166667;D_1_H_00-00
666.0;PARAP2-SP088;88.0;0.0;210.0;1.012153;-23.0535;;;;;;;;;;;;;;;;;;;;01;00-00;;SP;Sudeste-Centro-Oeste;-23.099722;-49.593056;D_1_H_00-00
667.0;PARAP2-SP230;230.0;0.0;205.0;1.033064;-22.7623;;;;;;;;;;;;;;;;;;;;01;00-00;;SP;Sudeste-Centro-Oeste;-22.43427;-50.592116;D_1_H_00-00
668.0;ALTAPT-SP440;440.0;0.0;203.0;0.99435;-13.4093;;;;;;;;;;;;1.0;1.046;0.95;668.0;0.0;1.0;-90.0;0.0;01;00-00;;SP;Sudeste-Centro-Oeste;-21.6399984;-51.1604183;D_1_H_00-00
669.0;TUP----SP138;138.0;0.0;210.0;1.010793;-18.8102;;;;;;;;;;;;;;;;;;;;01;00-00;;SP;Sudeste-Centro-Oeste;-23.099722;-49.593056;D_1_H_00-00
670.0;ALTAPT-SP138;138.0;0.0;210.0;1.020301;-15.1997;;;;;;;;;;;;;;;;;;;;01;00-00;;SP;Sudeste-Centro-Oeste;-23.099722;-49.593056;D_1_H_00-00
671.0;UBARAN-SP138;138.0;0.0;209.0;0.998068;-20.4965;;;;;;;;;;;;;;;;;;;;01;00-00;;SP;Sudeste-Centro-Oeste;-20.74611111;-51.66166667;D_1_H_00-00
672.0;UBARAN-SP069;69.0;0.0;209.0;0.996841;-21.7578;;;;;;;;;;;;;;;;;;;;01;00-00;;SP;Sudeste-Centro-Oeste;-20.74611111;-51.66166667;D_1_H_00-00
673.0;VALPAI-SP138;138.0;0.0;209.0;1.009947;-16.4664;;;;;;;;;;;;;;;;;;;;01;00-00;;SP;Sudeste-Centro-Oeste;-20.74611111;-51.66166667;D_1_H_00-00
674.0;VOTUP2-SP138;138.0;0.0;209.0;1.012464;-16.2004;;;;;;;;;;;;1.0;1.05;0.95;674.0;0.0;1.0;0.0;50.0;01;00-00;;SP;Sudeste-Centro-Oeste;-20.74611111;-51.66166667;D_1_H_00-00
681.0;BRAGAC-SP138;138.0;0.0;207.0;0.986239;-33.0591;;;;;;;;;;;;0.0;1.1;0.9;681.0;0.0;1.0;0.0;100.0;01;00-00;;SP;Sudeste-Centro-Oeste;-23.19972222;-45.88333333;D_1_H_00-00
682.0;JAG-2Y-SP138;138.0;0.0;207.0;0.992231;-31.9541;;;;;;;;;;;;;;;;;;;;01;00-00;;SP;Sudeste-Centro-Oeste;-23.19972222;-45.88333333;D_1_H_00-00
683.0;CACOND-SP138;138.0;0.0;207.0;0.99127;-25.9623;;;;;;;;;;;;;;;;;;;;01;00-00;;SP;Sudeste-Centro-Oeste;-23.19972222;-45.88333333;D_1_H_00-00
687.0;EUCUNH-SP138;138.0;0.0;207.0;0.994645;-25.7049;;;;;;;;;;;;;;;;;;;;01;00-00;;SP;Sudeste-Centro-Oeste;-23.19972222;-45.88333333;D_1_H_00-00
689.0;ITA-1Y-SP138;138.0;0.0;207.0;0.991451;-23.5945;;;;;;;;;;;;;;;;;;;;01;00-00;;SP;Sudeste-Centro-Oeste;-23.19972222;-45.88333333;D_1_H_00-00
692.0;LIME-1-SP138;138.0;0.0;208.0;1.003433;-30.3124;;;;;;;;;;;;;;;;;;;;01;00-00;;SP;Sudeste-Centro-Oeste;-22.505;-48.545;D_1_H_00-00
693.0;LIMOEI-SP138;138.0;0.0;208.0;0.996101;-25.6789;;;;;;;;;;;;;;;;;;;;01;00-00;;SP;Sudeste-Centro-Oeste;-22.505;-48.545;D_1_H_00-00
