BUS_ID;BUS_NAME;VBASEKV;TP;ARE;MODV_PU;ANGV_DEG;BASE_MVA;PG_MW;QG_MVAR;PMAX_MW;PMIN_MW;QMX_MVAR;QMN_MVAR;Ger_Units;Ger_Active_Units;PL_MW;QL_MVAR;TC;VMAX_PU;VMIN_PU;BCO_ID;B0_MVAR;ST;SHUNT_INST_IND;SHUNT_INST_CAP;Dia;Hora;Gen_Type;U_FED;REG;Latitude;Longitude;key
5971.0;VERACE-BA230;230.0;0.0;716.0;1.005508;18.9812;;;;;;;;;;;;;;;;;;;;01;00-00;;BA;Nordeste;-33.603249;-53.328151;D_1_H_00-00
5972.0;EUNAPO-BA230;230.0;0.0;712.0;1.005515;17.5863;;;;;;;;;;;;1.0;1.1;0.95;5972.0;0.0;1.0;-20.0;20.0;01;00-00;;BA;Nordeste;-16.37722222;-39.58027778;D_1_H_00-00
5973.0;VERACE-BA034;34.5;0.0;716.0;0.994672;14.2852;;;;;;;;;;64.6;9.215;;;;;;;;;01;00-00;;BA;Nordeste;-33.603249;-53.328151;D_1_H_00-00
5974.0;EUNAPO-BA138;138.0;0.0;713.0;1.00507;16.2863;;;;;;;;;;69.63;25.89;;;;;;;;;01;00-00;;BA;Nordeste;-14.8583323;-39.2716405;D_1_H_00-00
5975.0;ITAPEBUHE000;992.0;2.0;712.0;1.002214;25.8266;489.249;140.946;1.328;450.0;270.0;192.0;-321.0;3.0;1.0;;;;;;;;;;;01;00-00;UHE;BA;Nordeste;-15.966462;-39.592739;D_1_H_00-00
5978.0;VERACEUTE001;13.2;2.0;716.0;0.994672;14.2852;100.0;0.0;0.0;118.0;0.0;78.5;-78.5;1.0;0.0;;;;;;;;;;;01;00-00;UTE;BA;Nordeste;-33.603249;-53.328151;D_1_H_00-00
5979.0;EKA----BA013;13.8;0.0;716.0;1.037421;15.0836;;;;;;;;;;28.5;5.795;;;;;;;;;01;00-00;;BA;Nordeste;-33.603249;-53.328151;D_1_H_00-00
5980.0;BWGUI2-BA069;69.0;0.0;712.0;1.024612;45.3122;;;;;;;;;;;;;;;;;;;;01;00-00;;BA;Nordeste;-14.403056;-42.628333;D_1_H_00-00
5981.0;NARAND-BA230;230.0;0.0;712.0;1.01314;36.6133;;;;;;;;;;;;;;;;;;;;01;00-00;;BA;Nordeste;-12.953719;-38.445331;D_1_H_00-00
5982.0;BWG1B1-BA034;34.5;0.0;712.0;1.012556;53.0495;;;;;;;;;;;;1.0;1.05;0.95;5982.0;0.0;1.0;0.0;4.5;01;00-00;;BA;Nordeste;-14.348889;-42.608611;D_1_H_00-00
5983.0;NBA1---BA069;69.0;0.0;713.0;1.009086;35.4327;;;;;;;;;;70.84;13.42;1.0;1.1;0.95;5983.0;0.0;1.0;0.0;42.6;01;00-00;;BA;Nordeste;-14.8583323;-39.2716405;D_1_H_00-00
5984.0;BWG2B1-BA034;34.5;0.0;712.0;1.007907;49.6963;;;;;;;;;;;;1.0;1.05;0.95;5984.0;0.0;1.0;0.0;4.5;01;00-00;;BA;Nordeste;-14.403056;-42.628333;D_1_H_00-00
5985.0;BWG2B1EOL028;34.5;2.0;712.0;1.008492;54.4045;57.474;47.752;-4.492;51.8;0.0;24.9;-24.9;1.0;1.0;;;;;;;;;;;01;00-00;EOL;BA;Nordeste;-14.41988897;-42.62872019;D_1_H_00-00
5986.0;SPEDRO-BA034;34.5;0.0;703.0;0.996243;33.5504;;;;;;;;;;;;0.0;1.05;0.95;5986.0;0.0;1.0;0.0;11.0;01;00-00;;BA;Nordeste;-13.3164;-43.2728;D_1_H_00-00
5988.0;SPEDRO-BA069;69.0;0.0;703.0;1.003547;33.5451;;;;;;;;;;;;;;;;;;;;01;00-00;;BA;Nordeste;-13.3164;-43.2728;D_1_H_00-00
5989.0;C.VENT-RN138;138.0;0.0;741.0;1.029011;80.1961;;;;;;;;;;;;;;;;;;;;01;00-00;;RN;Nordeste;-5.332889;-35.9455;D_1_H_00-00
5990.0;CVENT1-RN034;34.5;0.0;741.0;1.02048;83.5437;;;;;;;;;;;;0.0;1.05;0.95;5990.0;0.0;1.0;0.0;7.0;01;00-00;;RN;Nordeste;-5.332889;-35.9455;D_1_H_00-00
5991.0;TFREIT-BA230;230.0;0.0;712.0;1.017266;16.1108;;;;;;;;;;;;;;;;;;;;01;00-00;;BA;Nordeste;-17.570299;-39.730498;D_1_H_00-00
5992.0;CVENT2-RN034;34.5;0.0;741.0;1.018859;83.8626;;;;;;;;;;;;;;;;;;;;01;00-00;;RN;Nordeste;-5.35434917;-35.93354673;D_1_H_00-00
5993.0;TFREIT-BA138;138.0;0.0;713.0;1.000813;14.4541;;;;;;;;;;56.25;55.29;0.0;1.05;0.95;5993.0;0.0;1.0;0.0;10.0;01;00-00;;BA;Nordeste;-14.8583323;-39.2716405;D_1_H_00-00
5995.0;ITAMAR-BA138;138.0;0.0;713.0;0.99802;14.2987;;;;;;;;;;17.24;3.249;;;;;;;;;01;00-00;;BA;Nordeste;-14.8583323;-39.2716405;D_1_H_00-00
5999.0;CVENT1EOL024;34.5;2.0;741.0;1.02033;85.8336;53.063;30.791;-3.384;50.4;0.0;16.6;-16.6;1.0;1.0;;;;;;;;;;;01;00-00;EOL;RN;Nordeste;-5.35434917;-35.93354673;D_1_H_00-00
6001.0;ENCRUZ-MA230;230.0;0.0;862.0;0.97799;46.9888;;;;;;;;;;;;0.0;1.05;0.95;6001.0;-10.0;1.0;-10.0;0.0;01;00-00;;MA;Norte;-2.2183;-45.8549;D_1_H_00-00
6003.0;ENCRUZ-MA069;69.0;0.0;864.0;0.978939;45.3271;;;;;;;;;;42.13;2.651;;;;;;;;;01;00-00;;MA;Norte;-3.796367;-43.406167;D_1_H_00-00
6005.0;ENCRUZ-MA013;13.8;0.0;862.0;0.975644;45.1841;;;;;;;;;;;;;;;;;;;;01;00-00;;MA;Norte;-2.2183;-45.8549;D_1_H_00-00
6009.0;CLE-B1-PE034;34.5;0.0;722.0;1.019557;61.9824;;;;;;;;;;;;1.0;1.05;0.9;6009.0;0.0;1.0;0.0;18.0;01;00-00;;PE;Nordeste;-8.7594;-36.73615;D_1_H_00-00
6011.0;IBIAPI-CE230;230.0;0.0;762.0;1.021527;58.6936;;;;;;;;;;;;;;;;;;;;01;00-00;;CE;Nordeste;-3.896954;-41.191666;D_1_H_00-00
6012.0;CLE-B2-PE034;34.5;0.0;722.0;1.015622;62.4101;;;;;;;;;;;;1.0;1.05;0.9;6012.0;0.0;1.0;0.0;18.0;01;00-00;;PE;Nordeste;-8.72631967;-36.69993267;D_1_H_00-00
6013.0;IBIAPI-CE069;69.0;0.0;763.0;1.017422;61.3316;;;;;;;;;;50.73;7.22;0.0;1.05;0.95;6013.0;0.0;1.0;0.0;21.3;01;00-00;;CE;Nordeste;-3.86075;-38.557167;D_1_H_00-00
6014.0;CLEMNTEOL-66;34.5;2.0;722.0;1.012815;64.8267;125.767;58.418;-11.164;113.2;0.0;54.8;-54.8;1.0;1.0;;;;;;;;;;;01;00-00;EOL;PE;Nordeste;-8.72631967;-36.69993267;D_1_H_00-00
6016.0;MALHADEOL011;34.5;2.0;762.0;0.993159;68.2248;24.318;14.04;-3.105;23.1;0.0;7.6;-7.6;1.0;1.0;;;;;;;;;;;01;00-00;EOL;CE;Nordeste;-3.946613;-41.123035;D_1_H_00-00
6017.0;SBASIL-PI230;230.0;0.0;772.0;1.054368;71.4096;;;;;;;;;;;;;;;;;;;;01;00-00;;PI;Nordeste;-7.396478;-40.579867;D_1_H_00-00
6018.0;SBASIL-PI138;138.0;0.0;772.0;1.03641;77.5169;;;;;;;;;;;;;;;;;;;;01;00-00;;PI;Nordeste;-7.396478;-40.579867;D_1_H_00-00
6019.0;EDWIGEEOL044;34.5;2.0;772.0;1.046223;84.2219;144.012;109.05;-1.799;118.8;0.0;81.4;-81.4;1.0;1.0;;;;;;;;;;;01;00-00;EOL;PI;Nordeste;-7.30470774;-40.53001363;D_1_H_00-00
6020.0;CLEMNTEOL-60;34.5;2.0;722.0;1.018826;64.6426;114.317;53.103;-9.152;102.9;0.0;49.8;-49.8;1.0;1.0;;;;;;;;;;;01;00-00;EOL;PE;Nordeste;-8.70930442;-36.73365648;D_1_H_00-00
6021.0;SUP1--UTE000;992.0;2.0;722.0;0.993416;60.2467;84.0;67.19999999999999;-5.493;67.19999999999999;67.137;50.400000000000006;-21.0;3.0;3.0;;;;;;;;;;;01;00-00;UTE;PE;Nordeste;-8.358611;-35.023333;D_1_H_00-00
6022.0;SUP2--UTE000;992.0;2.0;722.0;1.012554;52.8347;84.0;0.0;0.0;67.19999999999999;67.137;50.400000000000006;-21.0;3.0;0.0;;;;;;;;;;;01;00-00;UTE;PE;Nordeste;-8.358611;-35.023333;D_1_H_00-00
6023.0;SUP3--UTE000;992.0;2.0;722.0;1.007684;54.2046;84.0;0.0;0.0;67.19999999999999;67.137;50.400000000000006;-21.0;3.0;0.0;;;;;;;;;;;01;00-00;UTE;PE;Nordeste;-8.358611;-35.023333;D_1_H_00-00
6024.0;SUP4--UTE000;992.0;2.0;722.0;1.007684;54.2046;84.0;0.0;0.0;67.19999999999999;67.137;50.400000000000006;-21.0;3.0;0.0;;;;;;;;;;;01;00-00;UTE;PE;Nordeste;-8.358611;-35.023333;D_1_H_00-00
6025.0;SUP5--UTE000;992.0;2.0;722.0;1.007684;54.2046;84.0;0.0;0.0;67.19999999999999;67.137;50.400000000000006;-21.0;3.0;0.0;;;;;;;;;;;01;00-00;UTE;PE;Nordeste;-8.358611;-35.023333;D_1_H_00-00
6026.0;SUP6--UTE000;992.0;2.0;722.0;1.007684;54.2046;56.0;0.0;0.0;44.8;44.758;33.6;-14.0;2.0;0.0;;;;;;;;;;;01;00-00;UTE;PE;Nordeste;-8.358611;-35.023333;D_1_H_00-00
6030.0;MSECO1EOL013;34.5;2.0;742.0;1.021766;83.1101;29.673;11.971;-3.032;26.0;0.0;14.3;-12.5;1.0;1.0;;;;;;;;;;;01;00-00;EOL;RN;Nordeste;-5.17395459;-36.3023717;D_1_H_00-00
6031.0;MIASS3EOL041;34.5;2.0;742.0;0.993078;81.2228;68.579;19.979;-7.112;68.5;0.0;3.3;-44.7;1.0;1.0;;;;;;;;;;;01;00-00;EOL;RN;Nordeste;-5.129444;-36.449722;D_1_H_00-00
6032.0;RVENTO-RN230;230.0;0.0;742.0;1.034991;79.3769;;;;;;;;;;;;;;;;;;;;01;00-00;;RN;Nordeste;-5.11775;-36.163417;D_1_H_00-00
6033.0;RVENTO-RN034;34.5;0.0;742.0;1.004171;81.3866;;;;;;;;;;;;1.0;1.1;0.9;6033.0;-2.0;1.0;-9.5;7.5;01;00-00;;RN;Nordeste;-5.11775;-36.163417;D_1_H_00-00
6034.0;RVENT--RN034;34.5;0.0;742.0;1.000752;82.0683;;;;;;;;;;;;1.0;1.1;0.9;6034.0;-2.0;1.0;-9.5;7.5;01;00-00;;RN;Nordeste;-5.11775;-36.163417;D_1_H_00-00
6035.0;RVENT1EOL035;34.5;2.0;742.0;1.004025;82.4384;61.475;18.955;-3.758;58.4;0.0;19.2;-19.2;1.0;1.0;;;;;;;;;;;01;00-00;EOL;RN;Nordeste;-5.100897;-36.202069;D_1_H_00-00
6036.0;RVENT3EOL037;34.5;2.0;742.0;1.000167;83.3306;63.436;25.295;-3.822;60.1;0.0;20.3;-20.3;1.0;1.0;;;;;;;;;;;01;00-00;EOL;RN;Nordeste;-5.118831;-36.163206;D_1_H_00-00
6037.0;PFORMOEOL050;34.5;2.0;762.0;0.999579;65.2708;105.741;20.274;-14.109;105.0;0.0;12.5;-33.0;1.0;1.0;;;;;;;;;;;01;00-00;EOL;CE;Nordeste;-2.919422;-41.03165;D_1_H_00-00
6038.0;ICAZINEOL026;34.5;2.0;762.0;0.993703;73.1015;54.986;42.413;-6.117;54.6;0.0;6.5;-17.2;1.0;1.0;;;;;;;;;;;01;00-00;EOL;CE;Nordeste;-3.019181;-39.678686;D_1_H_00-00
6040.0;AB-MT--RN230;230.0;0.0;762.0;1.030467;74.0153;;;;;;;;;;;;;;;;;;;;01;00-00;;RN;Nordeste;-4.963689;-36.916961;D_1_H_00-00
6041.0;AB-MT--RN034;34.5;0.0;762.0;1.015331;77.3696;;;;;;;;;;;;;;;;;;;;01;00-00;;RN;Nordeste;-4.963689;-36.916961;D_1_H_00-00
6042.0;ABMT-BEOL013;34.5;2.0;762.0;1.010372;79.0266;29.861;16.621;-4.14;27.3;0.0;12.1;-15.4;1.0;1.0;;;;;;;;;;;01;00-00;EOL;RN;Nordeste;-4.96861732;-36.90093714;D_1_H_00-00
6043.0;ABMT-AEOL011;34.5;2.0;762.0;1.010943;79.3801;24.649;14.07;-3.293;23.1;0.0;8.6;-13.5;1.0;1.0;;;;;;;;;;;01;00-00;EOL;RN;Nordeste;-4.96397514;-36.91471965;D_1_H_00-00
6051.0;S.ROS1EOL045;34.5;2.0;762.0;0.970153;74.5626;84.267;67.672;-11.164;76.0;0.0;36.4;-36.4;1.0;1.0;;;;;;;;;;;01;00-00;EOL;CE;Nordeste;-3.85300663;-41.1833836;D_1_H_00-00
6052.0;CABPRAEOL035;34.5;2.0;741.0;1.021643;93.1807;71.426;61.449;-1.92;70.0;0.0;14.2;-20.4;1.0;1.0;;;;;;;;;;;01;00-00;EOL;RN;Nordeste;-5.41830211;-35.98613113;D_1_H_00-00
6053.0;JANDAIEOL021;34.5;2.0;762.0;1.025995;85.0905;67.853;53.266;-1.161;63.0;0.0;25.2;-25.2;1.0;1.0;;;;;;;;;;;01;00-00;EOL;CE;Nordeste;-4.43298747;-37.81621938;D_1_H_00-00
6057.0;AMAZONEOL031;34.5;2.0;762.0;1.020744;88.3799;100.164;80.889;-1.806;93.0;0.0;37.2;-37.2;1.0;1.0;;;;;;;;;;;01;00-00;EOL;RN;Nordeste;-5.02510247;-36.91461618;D_1_H_00-00
6058.0;AMZ-B1-RN034;34.5;0.0;762.0;1.018392;85.1046;;;;;;;;;;;;1.0;1.2;0.8;6058.0;0.0;1.0;0.0;5.6;01;00-00;;RN;Nordeste;-5.016667;-36.9375;D_1_H_00-00
6059.0;AMAZON-RN230;230.0;0.0;762.0;1.027117;80.0001;;;;;;;;;;;;;;;;;;;;01;00-00;;RN;Nordeste;-5.016667;-36.9375;D_1_H_00-00
6060.0;GENDO2-BA500;500.0;0.0;701.0;1.011123;52.2539;;;;;;;;;;;;0.0;1.1;0.95;6060.0;0.0;1.0;-300.0;0.0;01;00-00;;BA;Nordeste;-11.280141;-42.666624;D_1_H_00-00
6061.0;GENDO2-BA230;230.0;0.0;702.0;1.055829;55.8226;;;;;;;;;;;;;;;;;;;;01;00-00;;BA;Nordeste;-14.509293;-42.588387;D_1_H_00-00
6062.0;TABBJV-BA230;230.0;0.0;702.0;1.036213;33.2283;;;;;;;;;;;;;;;;;;;;01;00-00;;BA;Nordeste;-14.509293;-42.588387;D_1_H_00-00
6063.0;UFVITU-BA034;34.5;0.0;702.0;1.03894;33.2283;;;;;;;;;;;;;;;;;;;;01;00-00;;BA;Nordeste;-14.509293;-42.588387;D_1_H_00-00
6065.0;CALAN3EOL042;34.5;2.0;742.0;1.002643;87.5442;88.387;43.195;-8.608;84.0;0.0;27.5;-27.5;1.0;1.0;;;;;;;;;;;01;00-00;EOL;RN;Nordeste;-6.00054562;-36.44983358;D_1_H_00-00
6066.0;ITAREMEOL032;34.5;2.0;762.0;0.991895;72.4976;103.395;80.15;-30.867;96.0;0.0;38.4;-38.4;1.0;1.0;;;;;;;;;;;01;00-00;EOL;CE;Nordeste;-2.92882717;-39.87574637;D_1_H_00-00
6067.0;CLEMNT-PE230;230.0;0.0;722.0;1.033212;57.9837;;;;;;;;;;;;;;;;;;;;01;00-00;;PE;Nordeste;-8.7594;-36.73615;D_1_H_00-00
6068.0;UBN-B1EOL047;34.5;2.0;702.0;1.069968;71.4308;130.552;93.579;4.736;117.5;0.0;56.9;-56.9;1.0;1.0;;;;;;;;;;;01;00-00;EOL;BA;Nordeste;-14.509293;-42.588387;D_1_H_00-00
6070.0;OUROLN-BA500;500.0;0.0;701.0;1.03957;55.9857;;;;;;;;;;;;0.0;1.1;1.0;6070.0;0.0;1.0;-200.0;0.0;01;00-00;;BA;Nordeste;-11.280141;-42.666624;D_1_H_00-00
6071.0;OUROLN-BA230;230.0;0.0;702.0;1.054996;59.0476;;;;;;;;;;;;;;;;;;;;01;00-00;;BA;Nordeste;-14.509293;-42.588387;D_1_H_00-00
6072.0;LARANJEOL020;34.5;2.0;702.0;1.055239;64.9332;55.462;46.501;0.048;50.0;0.0;24.0;-24.0;1.0;1.0;;;;;;;;;;;01;00-00;EOL;BA;Nordeste;-14.509293;-42.588387;D_1_H_00-00
6073.0;CLARG1EOL066;34.5;2.0;702.0;1.083387;74.7589;216.018;159.975;13.431;178.2;0.0;122.1;-122.1;1.0;1.0;;;;;;;;;;;01;00-00;EOL;BA;Nordeste;-14.509293;-42.588387;D_1_H_00-00
6074.0;MCSUL1EOL043;34.5;2.0;702.0;1.019312;67.1105;87.762;79.916;5.077;86.0;0.0;17.5;-25.1;1.0;1.0;;;;;;;;;;;01;00-00;EOL;BA;Nordeste;-14.509293;-42.588387;D_1_H_00-00
6075.0;BURITI-BA500;500.0;0.0;701.0;1.046558;45.9994;;;;;;;;;;;;1.0;1.1;0.95;6075.0;-200.0;1.0;-600.0;0.0;01;00-00;;BA;Nordeste;-11.280141;-42.666624;D_1_H_00-00
6081.0;ARAPIR-AL230;230.0;0.0;722.0;0.998843;43.4935;;;;;;;;;;;;1.0;1.05;0.95;6081.0;0.0;1.0;0.0;60.0;01;00-00;;AL;Nordeste;-9.7872;-36.6495;D_1_H_00-00
6083.0;ARAPIR-AL069;69.0;0.0;723.0;0.993048;41.0515;;;;;;;;;;66.33;21.8;1.0;1.1;0.9;6083.0;5.0;1.0;0.0;10.0;01;00-00;;AL;Nordeste;-8.565919;-39.591642;D_1_H_00-00
6084.0;BJL411UFV040;34.5;2.0;703.0;1.008131;33.5134;41.538;0.0;0.0;40.0;0.0;11.2;-13.2;1.0;0.0;;;;;;;;;;;01;00-00;UFV;BA;Nordeste;-13.3164;-43.2728;D_1_H_00-00
6085.0;ARAT1--AL013;13.8;0.0;722.0;0.992182;40.8505;;;;;;;;;;;;;;;;;;;;01;00-00;;AL;Nordeste;-9.7872;-36.6495;D_1_H_00-00
6090.0;BJS1E2UFV064;34.5;2.0;703.0;1.010162;33.5069;65.592;0.0;0.0;60.0;0.0;26.5;-26.5;1.0;0.0;;;;;;;;;;;01;00-00;UFV;BA;Nordeste;-13.3164;-43.2728;D_1_H_00-00
6091.0;MOSSO4-RN230;230.0;0.0;742.0;1.025248;72.7789;;;;;;;;;;;;;;;;;;;;01;00-00;;RN;Nordeste;-4.8543;-37.2912;D_1_H_00-00
6093.0;MOSSO4-RN069;69.0;0.0;743.0;1.016857;72.178;;;;;;;;;;8.36;0.57;;;;;;;;;01;00-00;;RN;Nordeste;-5.5083;-36.01778;D_1_H_00-00
6099.0;RGO-T1-PI013;13.8;0.0;772.0;1.015319;46.1308;;;;;;;;;;;;;;;;;;;;01;00-00;;PI;Nordeste;-8.119825137;-45.50678177;D_1_H_00-00
6100.0;LAPA23-BA034;34.5;0.0;702.0;1.009132;36.0886;;;;;;;;;;;;;;;;;;;;01;00-00;;BA;Nordeste;-14.509293;-42.588387;D_1_H_00-00
6101.0;TOUROS-RN230;230.0;0.0;742.0;1.025834;80.281;;;;;;;;;;;;;;;;;;;;01;00-00;;RN;Nordeste;-5.189627;-35.652566;D_1_H_00-00
6102.0;HO1211UFV076;34.5;2.0;702.0;1.047305;33.2121;83.564;0.0;0.0;77.4;0.0;31.5;-31.5;1.0;0.0;;;0.0;1.05;0.95;6102.0;5.03;1.0;0.0;5.03;01;00-00;UFV;BA;Nordeste;-14.509293;-42.588387;D_1_H_00-00
6103.0;TOUROS-RN069;69.0;0.0;742.0;1.020858;83.5099;;;;;;;;;;;;;;;;;;;;01;00-00;;RN;Nordeste;-5.189627;-35.652566;D_1_H_00-00
6104.0;PROSP-UTE003;13.8;2.0;712.0;1.02381;39.4264;100.0;27.767;-0.986;28.0;0.0;21.0;-17.1;1.0;1.0;;;;;;;;;;;01;00-00;UTE;BA;Nordeste;-12.4992;-38.2072;D_1_H_00-00
6105.0;CARNAUEOL036;1.0;2.0;742.0;1.022186;90.0779;116.32;70.355;-3.697;108.0;0.0;43.2;-43.2;1.0;1.0;;;;;;;;;;;01;00-00;EOL;RN;Nordeste;-5.15203946;-35.6629881;D_1_H_00-00
6106.0;PITOMBEOL047;34.5;2.0;762.0;1.027257;77.9256;103.882;64.431;-7.634;98.7;0.0;32.4;-32.4;1.0;1.0;;;;;;;;;;;01;00-00;EOL;CE;Nordeste;-4.60060883;-37.64888382;D_1_H_00-00
6107.0;CFORMO-BA230;230.0;0.0;702.0;1.0561;63.4716;;;;;;;;;;;;;;;;;;;;01;00-00;;BA;Nordeste;-14.509293;-42.588387;D_1_H_00-00
6108.0;SS3PELEOL025;34.5;2.0;742.0;0.993229;89.936;52.621;35.321;-4.387;50.0;0.0;16.4;-16.4;1.0;1.0;;;;;;;;;;;01;00-00;EOL;RN;Nordeste;-6.02493709;-36.51203738;D_1_H_00-00
6109.0;BABIL1EOL039;34.5;2.0;702.0;1.039539;69.0862;86.205;75.164;4.834;81.9;0.0;26.9;-26.9;1.0;1.0;;;;;;;;;;;01;00-00;EOL;BA;Nordeste;-14.509293;-42.588387;D_1_H_00-00
6112.0;ACARAU-CE069;69.0;0.0;763.0;1.031506;63.0251;;;;;;;;;;31.88;4.569;;;;;;;;;01;00-00;;CE;Nordeste;-3.86075;-38.557167;D_1_H_00-00
6114.0;BURITIEOL020;34.5;2.0;763.0;0.992681;71.007;31.623;19.043;-6.452;30.0;0.0;10.0;-10.0;1.0;1.0;;;;;;;;;;;01;00-00;EOL;MG;Sudeste-Centro-Oeste;-20.21832164;-47.65333365;D_1_H_00-00
6124.0;FSERRA-BA034;34.5;0.0;702.0;1.01145;42.4436;;;;;;;;;;;;;;;;;;;;01;00-00;;BA;Nordeste;-14.509293;-42.588387;D_1_H_00-00
6127.0;MVENT2EOL048;34.5;2.0;741.0;1.00769;90.8957;85.652;66.932;-5.07;77.2;0.0;37.1;-37.1;1.0;1.0;;;;;;;;;;;01;00-00;EOL;RN;Nordeste;-5.3601309;-35.83553998;D_1_H_00-00
6129.0;BDF34-EOL030;34.5;2.0;741.0;1.021717;92.3516;63.12;44.565;-3.852;60.0;0.0;19.6;-19.6;1.0;1.0;;;;;;;;;;;01;00-00;EOL;RN;Nordeste;-5.3449288;-36.04003815;D_1_H_00-00
6130.0;CEAMIR-RN500;500.0;0.0;741.0;1.043764;73.4455;;;;;;;;;;;;1.0;1.1;1.0;6130.0;0.0;1.0;-150.0;0.0;01;00-00;;RN;Nordeste;-5.670319;-35.452175;D_1_H_00-00
6131.0;EXTREM-RN230;230.0;0.0;742.0;1.024929;71.6151;;;;;;;;;;;;;;;;;;;;01;00-00;;RN;Nordeste;-5.743978;-35.299061;D_1_H_00-00
6132.0;CEAMIR-RN230;230.0;0.0;742.0;1.027907;73.8026;;;;;;;;;;;;;;;;;;;;01;00-00;;RN;Nordeste;-5.670319;-35.452175;D_1_H_00-00
6133.0;EXTREM-RN069;69.0;0.0;743.0;1.01982;69.7356;;;;;;;;;;73.52;13.45;1.0;1.05;0.95;6133.0;0.0;1.0;0.0;85.2;01;00-00;;RN;Nordeste;-5.5083;-36.01778;D_1_H_00-00
6135.0;CDVENTEOL024;34.5;2.0;712.0;1.02387;50.7007;60.113;49.224;-10.878;56.4;0.0;20.8;-26.4;1.0;1.0;;;;;;;;;;;01;00-00;EOL;BA;Nordeste;-13.91798451;-42.62044581;D_1_H_00-00
6136.0;EUR1.5EOL008;34.5;2.0;741.0;1.008523;86.7948;13.328;10.405;-0.999;12.0;0.0;5.8;-5.8;1.0;1.0;;;;;;;;;;;01;00-00;EOL;RN;Nordeste;-5.36511687;-35.86185285;D_1_H_00-00
6140.0;J.CAM3-RN500;500.0;0.0;741.0;1.040115;75.6401;;;;;;;;;;;;0.0;1.1;0.95;6140.0;-150.0;1.0;-600.0;0.0;01;00-00;;RN;Nordeste;-5.377281;-35.887215;D_1_H_00-00
6141.0;JCAMAR-RN230;230.0;0.0;742.0;1.028273;77.2833;;;;;;;;;;;;1.0;1.05;0.95;6141.0;0.0;1.0;0.0;101.0;01;00-00;;RN;Nordeste;-5.3021;-35.8751;D_1_H_00-00
6142.0;JCTBP1-RN138;138.0;0.0;741.0;1.028347;80.0064;;;;;;;;;;;;1.0;1.1;0.95;6142.0;0.0;1.0;0.0;50.0;01;00-00;;RN;Nordeste;-5.377281;-35.887215;D_1_H_00-00
6143.0;JCAMAR-RN069;69.0;0.0;742.0;1.024365;81.096;;;;;;;;;;;;1.0;1.1;0.95;6143.0;0.0;1.0;0.0;85.2;01;00-00;;RN;Nordeste;-5.3021;-35.8751;D_1_H_00-00
6144.0;BWG1B1EOL032;34.5;2.0;712.0;1.020078;57.7978;65.703;53.405;-1.186;59.2;0.0;28.5;-28.5;1.0;1.0;;;;;;;;;;;01;00-00;EOL;BA;Nordeste;-14.29269078;-42.58526944;D_1_H_00-00
6145.0;SCLAR1EOL030;34.5;2.0;742.0;1.010398;86.5128;68.476;23.105;-5.092;60.0;0.0;33.0;-28.8;1.0;1.0;;;;;;;;;;;01;00-00;EOL;RN;Nordeste;-5.2431668;-35.89882636;D_1_H_00-00
6146.0;RIACHA-RN230;230.0;0.0;742.0;1.021909;72.2805;;;;;;;;;;;;;;;;;;;;01;00-00;;RN;Nordeste;-5.551706;-35.447243;D_1_H_00-00
6149.0;RIACHA-RN034;34.5;0.0;742.0;1.000552;74.4995;;;;;;;;;;;;1.0;1.05;0.95;6149.0;-12.0;1.0;-12.0;0.0;01;00-00;;RN;Nordeste;-5.551706;-35.447243;D_1_H_00-00
6150.0;RIACHAEOL054;34.5;2.0;742.0;0.996466;75.716;178.282;42.511;-15.227;145.8;0.0;102.6;-102.6;1.0;1.0;;;;;;;;;;;01;00-00;EOL;RN;Nordeste;-5.52300494;-35.42852864;D_1_H_00-00
6160.0;MVENTOEOL091;34.5;2.0;742.0;1.017257;88.651;167.897;82.181;-9.256;145.2;0.0;84.3;-84.3;1.0;1.0;;;;;;;;;;;01;00-00;EOL;RN;Nordeste;-5.36283341;-35.81897265;D_1_H_00-00
6164.0;RENASCEOL075;34.5;2.0;742.0;1.003949;90.5983;157.863;108.463;-8.02;150.0;0.0;49.2;-49.2;1.0;1.0;;;;;;;;;;;01;00-00;EOL;RN;Nordeste;-5.30447388;-35.8691597;D_1_H_00-00
6165.0;ASABRAEOL060;34.5;2.0;742.0;1.012864;87.6462;106.538;52.58;-6.527;96.0;0.0;46.2;-46.2;1.0;1.0;;;;;;;;;;;01;00-00;EOL;RN;Nordeste;-5.32906522;-35.99158905;D_1_H_00-00
6166.0;CVENT1EOL027;34.5;2.0;741.0;1.019736;86.1879;60.515;33.723;-4.338;55.2;0.0;24.8;-22.7;1.0;1.0;;;;;;;;;;;01;00-00;EOL;RN;Nordeste;-5.35434917;-35.93354673;D_1_H_00-00
6167.0;MACAC1EOL016;34.5;2.0;742.0;0.989356;87.6405;41.647;31.075;-3.362;36.8;0.0;19.5;-18.4;1.0;1.0;;;;;;;;;;;01;00-00;EOL;RN;Nordeste;-5.42153085;-35.85256767;D_1_H_00-00
6168.0;MVENT2-RN138;138.0;0.0;741.0;1.028218;80.0833;;;;;;;;;;;;;;;;;;;;01;00-00;;RN;Nordeste;-5.37155;-35.884986;D_1_H_00-00
